customer_id,age,gender,income_band,family_status,has_baby,pet_owner,region,loyalty_tier,cluster
3831,48,M,mid,single,0,0,Central,Bronze,3
3832,28,M,mid,single,0,0,North,Bronze,1
3833,30,M,low,couple,0,0,Central,Gold,1
3834,26,F,low,couple,0,1,South,Gold,4
3835,28,M,mid,family,0,0,West,Bronze,1
3836,28,M,high,couple,0,0,West,Bronze,2
3837,22,F,mid,couple,0,0,Central,Silver,1
3838,45,F,low,family,0,1,South,Gold,4
3839,38,F,low,family,0,1,East,Bronze,4
3840,20,M,low,couple,0,0,West,Silver,1
3841,45,M,low,family,0,1,West,Bronze,4
3842,25,M,low,single,0,0,Central,Silver,1
3843,72,M,mid,single,0,1,South,Silver,4
3844,23,M,low,family,0,0,North,Silver,1
3845,58,F,high,family,0,0,South,Silver,1
3846,40,F,low,couple,0,1,West,Bronze,4
3847,45,M,mid,family,0,0,Central,Bronze,1
3848,18,M,mid,couple,0,1,West,Gold,4
3849,42,F,mid,single,0,1,Central,Silver,4
3850,34,M,high,family,0,1,East,Bronze,2
3851,53,F,mid,single,0,0,West,Gold,1
3852,79,M,low,couple,0,0,North,Silver,1
3853,49,M,low,family,0,0,South,Silver,1
3854,41,M,high,couple,0,0,Central,Gold,2
3855,41,M,mid,single,0,0,West,Gold,1
3856,27,F,low,couple,0,1,Central,Silver,4
3857,39,M,mid,family,0,0,West,Gold,1
3858,26,F,high,single,0,1,Central,Gold,2
3859,26,F,high,family,0,0,North,Silver,2
3860,37,M,mid,couple,0,0,North,Gold,3
3861,18,M,mid,family,0,1,North,Bronze,4
3862,33,F,mid,family,0,0,East,Silver,1
3863,36,F,mid,single,1,1,West,Bronze,0
3864,54,M,mid,couple,0,1,East,Bronze,4
3865,29,F,mid,couple,0,1,West,Silver,4
3866,40,M,low,single,0,0,East,Silver,1
3867,46,F,low,single,0,0,Central,Gold,3
3868,41,F,high,family,0,1,Central,Silver,2
3869,63,F,mid,family,0,0,North,Silver,3
3870,36,F,low,couple,0,1,South,Silver,4
3871,78,F,low,single,1,0,North,Silver,0
3872,50,F,mid,family,0,1,Central,Bronze,4
3873,34,F,mid,family,0,0,East,Bronze,1
3874,31,M,mid,single,0,0,Central,Gold,1
3875,50,F,low,couple,0,1,Central,Bronze,4
3876,58,F,mid,couple,0,1,West,Silver,4
3877,39,M,low,couple,0,1,Central,Silver,4
3878,23,F,low,couple,0,0,Central,Silver,1
3879,38,M,low,family,0,0,Central,Silver,3
3880,21,M,mid,single,0,0,North,Silver,1
3881,31,M,low,single,0,0,West,Bronze,1
3882,18,M,mid,single,0,0,East,Gold,3
3883,50,M,high,family,0,0,East,Platinum,2
3884,62,F,mid,single,0,0,South,Bronze,1
3885,76,M,mid,single,0,0,West,Silver,3
3886,54,F,mid,single,0,0,East,Bronze,1
3887,40,F,high,single,0,0,North,Gold,2
3888,51,F,low,single,0,0,West,Bronze,3
3889,19,M,low,family,0,1,North,Silver,4
3890,32,M,mid,family,0,1,North,Gold,4
3891,28,M,mid,single,0,0,South,Bronze,1
3892,70,F,low,couple,0,0,South,Bronze,3
3893,39,F,low,single,0,0,North,Gold,1
3894,28,F,low,family,1,0,South,Gold,0
3895,19,M,mid,single,0,0,North,Silver,1
3896,54,F,low,couple,0,0,North,Bronze,1
3897,31,F,low,couple,0,0,North,Gold,1
3898,56,F,mid,single,1,1,North,Silver,0
3899,61,M,high,couple,0,1,South,Bronze,4
3900,70,F,low,family,0,0,North,Silver,3
3901,23,M,mid,single,0,0,South,Silver,1
3902,32,F,mid,single,0,1,Central,Silver,4
3903,38,F,mid,single,0,1,West,Bronze,4
3904,34,M,mid,single,0,0,West,Bronze,1
3905,58,F,mid,family,0,1,Central,Gold,4
3906,49,F,mid,family,0,0,North,Silver,3
3907,20,F,mid,family,0,1,West,Gold,4
3908,19,M,mid,couple,0,0,West,Bronze,3
3909,45,F,mid,couple,0,1,North,Silver,4
3910,53,F,mid,single,0,1,Central,Silver,4
3911,25,M,mid,single,0,0,Central,Silver,1
3912,65,M,high,family,0,1,East,Bronze,4
3913,33,M,high,couple,0,0,West,Silver,2
3914,74,M,high,single,1,0,East,Silver,0
3915,45,F,mid,single,0,0,South,Bronze,1
3916,52,F,low,single,0,1,West,Bronze,4
3917,21,M,low,couple,0,0,South,Silver,3
3918,31,F,low,single,0,0,North,Silver,1
3919,35,F,low,family,0,0,South,Silver,1
3920,37,F,high,couple,0,0,East,Bronze,2
3921,18,F,low,family,0,0,East,Silver,3
3922,32,M,mid,single,0,0,South,Silver,1
3923,23,M,mid,single,0,1,East,Silver,4
3924,19,M,mid,couple,0,0,West,Gold,1
3925,44,M,low,couple,0,0,Central,Silver,3
3926,59,M,mid,single,0,0,South,Bronze,1
3927,24,F,mid,single,0,0,East,Gold,1
3928,30,M,low,couple,0,1,East,Bronze,4
3929,26,M,mid,family,0,1,West,Silver,4
3930,38,M,mid,couple,0,1,East,Bronze,4
3931,78,M,mid,couple,0,0,East,Gold,1
3932,43,F,high,single,0,0,Central,Silver,2
3933,37,M,low,single,0,1,North,Bronze,4
3934,24,M,high,family,1,0,North,Gold,0
3935,33,M,mid,single,0,0,East,Silver,1
3936,40,F,high,single,0,0,West,Silver,2
3937,18,M,low,family,0,1,Central,Bronze,4
3938,42,F,mid,family,0,1,North,Bronze,4
3939,34,F,low,couple,0,0,Central,Bronze,1
3940,28,F,low,couple,0,0,East,Silver,1
3941,46,M,high,single,0,1,South,Silver,2
3942,40,F,high,family,0,1,Central,Silver,2
3943,18,M,mid,family,0,0,North,Bronze,1
3944,43,F,high,couple,0,0,Central,Bronze,2
3945,64,M,mid,family,0,0,Central,Silver,3
3946,37,M,mid,couple,0,1,East,Bronze,4
3947,37,F,low,family,0,1,West,Silver,4
3948,30,F,low,family,0,1,South,Gold,4
3949,49,F,high,single,0,0,Central,Silver,2
3950,30,M,high,single,0,0,West,Bronze,2
3951,69,F,mid,family,1,0,West,Bronze,0
3952,34,M,mid,family,0,1,Central,Gold,4
3953,49,F,mid,single,0,0,South,Bronze,1
3954,21,F,mid,family,0,1,West,Silver,4
3955,72,M,mid,single,0,0,West,Bronze,1
3956,49,M,high,single,0,0,North,Bronze,2
3957,46,F,high,family,0,1,West,Gold,2
3958,43,F,low,single,0,0,Central,Silver,3
3959,38,M,mid,couple,0,1,North,Silver,4
3960,37,M,low,couple,0,0,South,Silver,1
3961,20,F,mid,family,0,0,Central,Bronze,3
3962,74,M,mid,couple,0,0,East,Silver,3
3963,37,M,mid,single,0,0,North,Bronze,1
3964,20,M,high,single,0,1,West,Gold,4
3965,38,M,low,single,0,1,South,Bronze,4
3966,48,M,mid,family,0,0,North,Silver,1
3967,70,F,low,family,0,0,East,Gold,1
3968,70,F,mid,single,0,0,East,Gold,3
3969,31,F,high,single,0,0,East,Bronze,2
3970,20,M,mid,couple,0,1,West,Silver,4
3971,55,M,mid,family,1,1,Central,Bronze,0
3972,35,F,high,family,0,0,East,Bronze,2
3973,56,M,low,family,0,0,West,Bronze,3
3974,21,F,mid,couple,0,0,Central,Silver,1
3975,23,F,mid,couple,0,0,West,Bronze,1
3976,46,M,high,family,0,1,East,Gold,2
3977,44,F,low,couple,0,1,South,Gold,4
3978,52,F,low,family,0,1,West,Bronze,4
3979,57,M,mid,single,0,0,North,Silver,1
3980,42,M,mid,family,1,1,West,Bronze,0
3981,45,F,mid,single,0,0,North,Gold,3
3982,34,F,mid,family,0,0,West,Bronze,1
3983,38,M,low,family,1,1,East,Bronze,0
3984,43,F,high,single,0,0,South,Silver,2
3985,44,F,mid,single,0,0,West,Gold,3
3986,41,F,mid,single,0,1,West,Silver,4
3987,51,M,high,couple,1,0,Central,Silver,0
3988,25,F,high,family,0,0,Central,Silver,2
3989,51,M,low,family,0,0,South,Platinum,3
3990,27,M,mid,family,0,0,East,Bronze,1
3991,45,M,high,couple,0,0,North,Bronze,2
3992,59,M,mid,single,0,1,Central,Bronze,4
3993,56,F,mid,single,0,0,North,Bronze,3
3994,61,F,mid,family,0,0,East,Bronze,3
3995,55,F,mid,family,0,0,West,Bronze,3
3996,27,M,mid,single,1,0,East,Bronze,0
3997,33,M,high,family,0,0,South,Silver,2
3998,37,M,low,single,0,1,West,Bronze,4
3999,68,M,low,family,0,0,East,Bronze,3
4000,59,F,low,couple,1,1,West,Bronze,0
4001,51,M,mid,single,0,0,Central,Gold,3
4002,57,M,mid,family,0,0,West,Bronze,3
4003,24,M,mid,family,0,0,West,Gold,1
4004,41,M,high,family,0,0,Central,Silver,2
4005,77,F,mid,single,0,0,East,Bronze,3
4006,21,M,high,couple,0,1,South,Silver,4
4007,33,M,mid,couple,0,1,East,Bronze,4
4008,48,F,mid,single,0,1,East,Silver,4
4009,34,M,high,couple,0,0,East,Gold,2
4010,33,M,low,couple,0,1,South,Bronze,4
4011,20,M,high,couple,0,0,South,Silver,1
4012,57,F,mid,family,0,1,Central,Silver,4
4013,18,M,mid,single,1,0,East,Silver,0
4014,37,F,high,single,0,1,West,Silver,2
4015,44,M,mid,couple,0,0,South,Bronze,1
4016,21,M,low,family,0,1,East,Bronze,4
4017,28,M,mid,family,0,1,North,Silver,4
4018,21,M,low,couple,0,0,North,Silver,1
4019,36,M,mid,single,0,0,West,Silver,3
4020,30,F,mid,couple,0,0,East,Silver,1
4021,60,F,low,family,0,1,East,Silver,4
4022,76,M,high,single,0,0,Central,Bronze,1
4023,20,F,high,single,0,0,South,Gold,3
4024,48,M,mid,single,0,0,West,Silver,1
4025,45,F,low,couple,0,0,South,Bronze,1
4026,63,M,high,family,1,1,West,Silver,0
4027,30,M,mid,single,0,1,East,Gold,4
4028,72,F,low,family,0,0,South,Bronze,3
4029,29,M,low,family,0,0,West,Platinum,1
4030,21,M,mid,single,0,0,West,Bronze,1
4031,37,F,low,couple,1,0,West,Bronze,0
4032,31,F,high,family,0,0,Central,Silver,2
4033,36,M,high,single,0,0,North,Silver,2
4034,34,F,low,single,0,1,West,Gold,4
4035,42,M,mid,couple,0,0,Central,Silver,1
4036,22,F,low,family,0,1,South,Bronze,4
4037,18,M,low,single,0,0,South,Bronze,3
4038,52,M,high,single,1,0,South,Bronze,0
4039,30,F,mid,single,0,0,Central,Gold,1
4040,35,M,high,single,0,0,South,Bronze,2
4041,29,F,high,single,0,1,East,Silver,2
4042,44,M,mid,couple,0,0,West,Silver,3
4043,19,M,low,single,0,0,East,Bronze,3
4044,56,F,low,couple,0,0,East,Silver,3
4045,29,F,high,couple,0,0,West,Gold,2
4046,38,M,low,couple,0,0,East,Bronze,1
4047,25,M,low,single,0,0,South,Silver,1
4048,54,F,mid,single,0,0,Central,Bronze,3
4049,57,M,high,family,0,1,North,Bronze,4
4050,26,M,mid,couple,0,0,South,Bronze,1
4051,40,M,low,single,0,0,West,Silver,1
4052,22,F,high,single,0,0,Central,Silver,3
4053,29,F,low,family,0,0,East,Silver,1
4054,77,M,low,couple,0,1,West,Bronze,4
4055,23,F,low,family,1,1,South,Bronze,0
4056,41,F,mid,family,0,0,North,Bronze,3
4057,20,F,mid,family,0,0,Central,Silver,3
4058,60,F,low,family,0,0,North,Bronze,1
4059,31,M,high,single,0,0,North,Silver,2
4060,31,M,low,family,0,1,Central,Silver,4
4061,29,M,low,single,1,0,North,Bronze,0
4062,42,M,low,couple,0,0,Central,Silver,1
4063,36,M,mid,family,0,1,South,Bronze,4
4064,31,F,mid,couple,0,0,North,Silver,1
4065,59,M,high,single,0,0,Central,Bronze,1
4066,26,M,low,single,0,1,East,Silver,4
4067,22,M,mid,couple,0,1,South,Gold,4
4068,19,M,mid,single,0,0,East,Silver,1
4069,36,M,mid,couple,0,1,Central,Gold,4
4070,56,M,high,family,0,1,East,Silver,4
4071,77,F,mid,family,0,0,Central,Bronze,3
4072,18,F,low,family,0,0,East,Gold,1
4073,41,M,mid,couple,0,0,South,Bronze,3
4074,32,M,low,single,0,0,West,Bronze,1
4075,27,M,low,single,0,0,North,Bronze,1
4076,56,F,low,single,1,0,West,Silver,0
4077,41,F,high,family,1,0,North,Gold,0
4078,41,F,mid,couple,0,0,Central,Silver,3
4079,22,M,low,couple,0,1,West,Gold,4
4080,40,M,mid,couple,1,0,Central,Silver,0
4081,20,F,mid,family,0,1,South,Bronze,4
4082,59,F,low,family,0,1,South,Bronze,4
4083,26,F,low,single,0,0,South,Silver,1
4084,67,M,low,family,0,1,South,Silver,4
4085,40,F,mid,family,1,1,West,Bronze,0
4086,30,M,mid,couple,1,0,Central,Bronze,0
4087,38,M,low,family,0,0,West,Bronze,3
4088,45,M,high,single,0,1,West,Silver,2
4089,24,M,low,single,0,0,East,Gold,1
4090,41,M,mid,family,0,1,Central,Silver,4
4091,55,F,mid,couple,0,0,East,Bronze,3
4092,24,F,mid,couple,0,0,West,Silver,1
4093,48,F,low,single,0,0,Central,Silver,3
4094,75,M,low,couple,0,0,Central,Silver,3
4095,46,F,high,couple,0,0,West,Gold,2
4096,59,F,low,couple,0,1,South,Bronze,4
4097,20,M,low,single,0,0,East,Bronze,3
4098,21,M,low,single,0,0,East,Gold,3
4099,24,F,mid,single,0,0,South,Silver,1
4100,55,F,mid,couple,0,0,South,Silver,3
4101,51,F,low,couple,0,0,North,Bronze,3
4102,38,F,low,family,1,1,South,Bronze,0
4103,56,M,mid,family,0,0,West,Bronze,3
4104,46,M,mid,single,0,0,East,Bronze,3
4105,22,M,mid,single,0,0,Central,Bronze,1
4106,28,M,mid,couple,0,0,Central,Bronze,1
4107,24,F,mid,couple,1,0,North,Silver,0
4108,23,F,mid,family,0,1,West,Bronze,4
4109,40,F,mid,couple,0,0,North,Silver,1
4110,20,M,low,couple,0,1,North,Silver,4
4111,57,F,mid,couple,0,0,South,Silver,1
4112,52,F,low,single,0,0,East,Silver,1
4113,44,F,low,family,0,1,North,Bronze,4
4114,19,F,low,couple,0,1,East,Bronze,4
4115,60,F,low,couple,0,0,Central,Bronze,1
4116,32,F,mid,couple,0,0,East,Bronze,1
4117,78,M,low,single,0,0,East,Silver,1
4118,30,F,high,single,0,1,North,Bronze,2
4119,38,M,low,single,0,1,West,Bronze,4
4120,20,M,high,single,0,1,South,Bronze,4
4121,22,M,low,single,0,0,North,Bronze,1
4122,55,M,low,family,0,0,South,Gold,3
4123,36,M,mid,family,0,1,West,Bronze,4
4124,35,M,low,family,0,0,West,Platinum,1
4125,66,F,mid,couple,0,1,West,Bronze,4
4126,25,F,low,single,0,0,Central,Gold,1
4127,46,M,high,family,0,0,Central,Silver,2
4128,55,M,mid,family,0,0,South,Silver,3
4129,31,M,mid,family,1,0,South,Silver,0
4130,52,F,low,couple,0,1,South,Platinum,4
4131,52,F,mid,single,0,0,South,Bronze,1
4132,57,F,low,couple,0,0,North,Silver,1
4133,25,M,mid,single,0,0,South,Gold,1
4134,26,F,low,couple,1,0,South,Bronze,0
4135,39,M,low,couple,0,0,South,Gold,1
4136,37,F,low,single,0,0,South,Silver,3
4137,38,F,mid,family,0,1,West,Platinum,4
4138,51,M,high,single,0,0,Central,Bronze,2
4139,41,M,high,single,0,0,East,Gold,2
4140,70,M,high,single,0,0,East,Platinum,1
4141,35,F,low,single,0,0,West,Silver,1
4142,33,F,low,single,0,0,North,Platinum,1
4143,69,F,low,single,0,0,North,Bronze,3
4144,28,F,high,couple,1,0,South,Bronze,0
4145,26,F,mid,single,0,0,East,Silver,1
4146,26,M,mid,family,0,0,West,Silver,1
4147,46,F,mid,couple,0,1,South,Silver,4
4148,44,F,mid,single,0,1,Central,Platinum,4
4149,22,M,mid,single,0,0,East,Bronze,1
4150,78,M,mid,family,0,1,Central,Bronze,4
4151,45,M,mid,couple,0,1,North,Bronze,4
4152,24,F,mid,couple,0,0,Central,Silver,1
4153,43,F,mid,couple,0,0,West,Platinum,3
4154,41,F,high,couple,0,0,South,Gold,2
4155,37,F,mid,couple,0,1,Central,Silver,4
4156,18,F,high,couple,0,0,Central,Bronze,1
4157,30,M,high,single,0,0,South,Gold,2
4158,27,F,low,single,0,0,Central,Bronze,1
4159,31,F,mid,single,0,0,East,Silver,1
4160,19,M,mid,single,0,0,North,Bronze,1
4161,23,F,low,couple,0,1,Central,Bronze,4
4162,79,F,low,single,0,0,West,Silver,3
4163,19,F,mid,single,0,1,East,Silver,4
4164,47,F,mid,single,0,0,East,Silver,3
4165,30,M,mid,single,0,0,East,Silver,1
4166,26,F,mid,couple,0,0,South,Silver,1
4167,20,M,mid,family,0,1,East,Gold,4
4168,25,F,mid,single,0,1,East,Bronze,4
4169,26,F,high,single,0,0,West,Platinum,2
4170,53,F,high,single,0,1,East,Bronze,2
4171,73,F,low,single,0,0,Central,Platinum,3
4172,34,F,mid,couple,0,0,North,Gold,1
4173,51,M,low,single,0,1,East,Gold,4
4174,38,M,high,single,0,1,West,Silver,2
4175,73,M,low,family,0,0,Central,Bronze,1
4176,20,F,low,couple,0,0,East,Silver,1
4177,48,M,mid,couple,0,0,East,Gold,3
4178,52,F,low,couple,0,1,Central,Bronze,4
4179,27,F,mid,family,0,0,South,Silver,1
4180,26,F,low,couple,0,1,West,Silver,4
4181,32,F,high,single,0,0,West,Bronze,2
4182,40,M,low,single,0,1,North,Silver,4
4183,71,M,high,couple,0,1,Central,Silver,4
4184,55,F,low,family,0,0,East,Bronze,3
4185,26,F,low,single,0,0,Central,Bronze,1
4186,22,F,mid,couple,0,1,North,Silver,4
4187,53,F,mid,couple,0,0,North,Bronze,1
4188,42,F,mid,family,1,1,North,Bronze,0
4189,26,F,high,family,0,0,West,Bronze,2
4190,33,M,low,single,0,1,North,Silver,4
4191,29,M,low,couple,0,0,Central,Bronze,1
4192,39,F,mid,single,0,0,South,Gold,1
4193,40,M,mid,couple,0,0,West,Bronze,3
4194,42,F,mid,single,1,0,South,Bronze,0
4195,34,M,mid,family,0,1,West,Gold,4
4196,61,F,mid,single,0,0,North,Silver,1
4197,46,F,low,single,0,0,South,Bronze,3
4198,43,F,low,couple,0,0,East,Gold,3
4199,32,F,high,family,0,0,North,Bronze,2
4200,30,M,low,couple,0,0,North,Silver,1
4201,44,F,low,single,0,0,West,Bronze,1
4202,19,F,mid,couple,0,1,Central,Gold,4
4203,35,F,low,single,0,0,South,Platinum,1
4204,36,M,mid,single,0,0,North,Bronze,3
4205,19,M,low,family,0,1,South,Silver,4
4206,56,M,mid,couple,0,0,East,Silver,3
4207,69,F,mid,family,0,0,North,Silver,3
4208,57,F,mid,single,0,0,East,Bronze,3
4209,30,M,mid,single,0,0,Central,Bronze,1
4210,51,M,high,single,0,1,Central,Silver,2
4211,44,M,high,couple,0,0,North,Silver,2
4212,28,M,high,couple,0,0,West,Silver,2
4213,22,M,high,family,0,1,South,Bronze,4
4214,50,F,low,family,0,0,North,Gold,1
4215,22,F,low,single,0,0,Central,Gold,1
4216,31,M,low,couple,0,0,East,Bronze,1
4217,19,F,low,couple,0,0,South,Silver,3
4218,45,F,mid,family,1,1,Central,Gold,0
4219,41,M,mid,family,1,0,Central,Bronze,0
4220,31,M,low,family,0,0,North,Silver,1
4221,67,F,low,single,0,0,South,Gold,3
4222,31,M,mid,family,1,1,South,Bronze,0
4223,53,F,low,family,0,1,North,Silver,4
4224,19,F,mid,single,0,0,North,Gold,3
4225,47,M,high,couple,0,0,Central,Bronze,2
4226,56,F,mid,single,0,0,East,Bronze,1
4227,51,M,mid,couple,0,1,East,Bronze,4
4228,23,F,high,couple,0,1,Central,Silver,4
4229,38,F,mid,family,0,1,East,Bronze,4
4230,31,M,high,single,1,0,Central,Silver,0
4231,42,M,high,family,0,0,Central,Bronze,2
4232,78,F,high,family,0,0,Central,Silver,1
4233,78,M,mid,couple,0,0,West,Bronze,1
4234,33,M,high,family,0,0,East,Silver,2
4235,24,F,mid,single,0,1,North,Silver,4
4236,53,M,high,single,0,0,West,Platinum,2
4237,50,M,mid,family,0,0,South,Silver,1
4238,56,M,low,single,0,0,North,Silver,3
4239,62,F,low,couple,0,0,South,Bronze,3
4240,52,M,low,family,0,1,South,Platinum,4
4241,63,F,low,single,0,0,North,Bronze,1
4242,63,M,low,single,0,0,South,Gold,3
4243,42,F,mid,couple,0,1,East,Silver,4
4244,40,F,high,single,1,0,East,Silver,0
4245,49,F,mid,single,0,1,North,Bronze,4
4246,39,M,mid,single,0,0,Central,Silver,1
4247,58,F,high,couple,0,1,West,Bronze,4
4248,39,M,low,couple,0,0,Central,Gold,3
4249,48,F,high,family,0,0,West,Silver,2
4250,28,F,mid,family,0,1,North,Gold,4
4251,23,M,high,family,1,0,South,Gold,0
4252,52,M,low,family,0,1,South,Platinum,4
4253,33,F,mid,couple,0,1,West,Gold,4
4254,20,F,low,family,0,1,West,Silver,4
4255,18,M,low,couple,0,0,West,Silver,1
4256,71,F,mid,couple,0,1,East,Bronze,4
4257,23,M,mid,couple,0,1,South,Gold,4
4258,34,M,low,couple,0,0,East,Silver,1
4259,27,M,mid,family,0,0,East,Bronze,1
4260,68,M,low,single,0,0,East,Bronze,3
4261,56,M,mid,couple,0,0,South,Bronze,1
4262,43,M,mid,couple,0,0,Central,Bronze,3
4263,45,F,mid,couple,0,0,East,Bronze,1
4264,30,F,low,family,1,0,West,Silver,0
4265,49,F,mid,couple,0,0,West,Gold,3
4266,18,M,high,single,0,0,West,Silver,1
4267,28,F,low,family,0,1,North,Bronze,4
4268,32,F,low,family,1,1,Central,Bronze,0
4269,63,F,high,couple,0,1,Central,Silver,4
4270,46,F,mid,family,0,1,West,Silver,4
4271,60,M,mid,family,0,1,North,Silver,4
4272,32,M,mid,single,0,0,North,Bronze,1
4273,46,M,mid,single,0,1,East,Silver,4
4274,53,F,mid,family,0,0,North,Bronze,1
4275,19,F,high,family,0,0,West,Silver,3
4276,47,F,low,single,0,1,North,Bronze,4
4277,41,F,low,family,1,0,Central,Bronze,0
4278,38,F,low,single,0,0,South,Bronze,3
4279,47,M,mid,single,0,0,West,Bronze,1
4280,56,F,low,single,0,0,West,Silver,3
4281,48,M,low,couple,0,0,South,Platinum,1
4282,48,M,mid,couple,0,0,East,Silver,3
4283,34,M,high,family,1,0,Central,Bronze,0
4284,53,F,mid,single,0,0,Central,Silver,3
4285,19,M,low,single,0,0,Central,Gold,1
4286,58,F,mid,family,0,0,South,Silver,1
4287,68,M,low,couple,0,1,North,Gold,4
4288,45,F,mid,couple,0,1,West,Bronze,4
4289,18,M,high,family,0,0,North,Gold,1
4290,29,F,low,single,0,1,Central,Silver,4
4291,18,F,low,couple,0,1,Central,Silver,4
4292,47,F,high,family,0,0,East,Bronze,2
4293,50,F,low,couple,0,0,Central,Bronze,3
4294,38,M,low,single,0,1,South,Silver,4
4295,38,F,low,single,0,0,North,Bronze,3
4296,55,M,low,couple,0,1,South,Bronze,4
4297,48,M,high,couple,0,1,South,Silver,2
4298,59,M,mid,family,0,0,East,Silver,1
4299,29,M,mid,couple,0,0,West,Gold,1
4300,56,M,high,family,0,1,Central,Silver,4
4301,25,M,mid,couple,0,1,East,Silver,4
4302,36,F,high,couple,0,0,North,Bronze,2
4303,36,M,mid,single,0,0,North,Gold,1
4304,50,M,low,family,1,0,East,Bronze,0
4305,32,F,mid,single,0,0,West,Platinum,1
4306,34,M,mid,single,0,0,Central,Bronze,1
4307,26,F,low,single,0,0,Central,Bronze,1
4308,30,F,low,couple,0,0,North,Bronze,1
4309,41,M,low,couple,0,0,West,Bronze,1
4310,77,F,high,family,0,1,South,Silver,4
4311,70,M,low,couple,0,0,North,Silver,1
4312,25,M,low,couple,0,0,East,Bronze,1
4313,53,F,low,couple,0,0,Central,Silver,3
4314,58,M,low,family,0,0,North,Bronze,1
4315,24,F,low,couple,0,0,South,Bronze,1
4316,40,M,mid,family,0,0,North,Silver,1
4317,29,F,mid,single,0,0,South,Silver,1
4318,48,F,mid,couple,0,0,South,Bronze,1
4319,29,F,low,couple,0,0,Central,Silver,1
4320,43,M,high,single,0,0,East,Silver,2
4321,20,M,low,single,0,1,North,Gold,4
4322,54,M,low,single,0,0,West,Bronze,1
4323,42,M,high,couple,1,0,South,Bronze,0
4324,42,M,mid,family,0,1,East,Bronze,4
4325,24,F,low,couple,0,1,West,Silver,4
4326,27,F,mid,couple,0,1,West,Platinum,4
4327,60,F,low,couple,0,0,West,Silver,3
4328,29,F,high,family,0,0,South,Bronze,2
4329,79,F,low,couple,0,0,East,Gold,3
4330,28,F,high,single,0,0,North,Bronze,2
4331,30,M,mid,couple,0,0,South,Silver,1
4332,45,M,low,couple,0,1,Central,Gold,4
4333,72,M,mid,single,0,0,West,Silver,3
4334,75,F,low,family,0,0,East,Bronze,1
4335,36,F,mid,couple,0,1,Central,Bronze,4
4336,36,M,high,single,0,1,West,Bronze,2
4337,28,F,high,single,0,1,South,Bronze,2
4338,29,M,high,couple,0,0,Central,Bronze,2
4339,31,M,mid,single,0,0,East,Bronze,1
4340,41,F,mid,family,0,0,East,Silver,3
4341,71,F,low,single,0,0,North,Bronze,1
4342,20,M,low,single,1,0,West,Gold,0
4343,47,F,high,single,0,0,East,Silver,2
4344,64,F,low,couple,0,1,North,Bronze,4
4345,60,F,high,single,0,0,East,Bronze,1
4346,45,M,mid,single,0,0,East,Silver,1
4347,20,F,mid,family,0,1,North,Bronze,4
4348,23,F,low,family,0,1,North,Gold,4
4349,39,M,mid,single,0,0,North,Silver,1
4350,45,F,high,single,0,1,East,Silver,2
4351,56,F,low,couple,0,1,West,Bronze,4
4352,32,M,low,single,0,1,South,Gold,4
4353,40,M,mid,family,0,0,North,Platinum,3
4354,34,M,low,family,0,1,East,Silver,4
4355,51,M,high,single,0,0,West,Bronze,2
4356,32,M,low,single,0,0,East,Bronze,1
4357,41,M,mid,family,1,1,North,Gold,0
4358,33,M,high,single,0,0,North,Silver,2
4359,19,M,mid,single,0,1,West,Bronze,4
4360,56,M,mid,couple,0,1,North,Bronze,4
4361,60,M,mid,single,0,0,East,Bronze,1
4362,21,M,high,single,0,0,Central,Silver,3
4363,58,F,mid,family,0,1,North,Bronze,4
4364,60,M,high,couple,0,0,Central,Gold,3
4365,38,M,mid,couple,0,0,Central,Bronze,1
4366,33,F,mid,single,0,1,Central,Bronze,4
4367,27,M,mid,family,0,0,South,Silver,1
4368,29,F,mid,single,0,0,South,Bronze,1
4369,25,F,high,couple,0,1,North,Bronze,2
4370,51,M,low,family,0,0,East,Silver,1
4371,53,F,low,family,0,0,West,Bronze,1
4372,72,F,mid,couple,0,0,Central,Bronze,1
4373,24,F,high,single,0,0,South,Bronze,3
4374,33,F,mid,single,1,1,Central,Gold,0
4375,38,F,low,family,0,1,West,Bronze,4
4376,22,F,low,family,1,0,South,Bronze,0
4377,48,M,mid,couple,0,1,West,Bronze,4
4378,19,F,low,single,0,1,North,Platinum,4
4379,71,M,mid,family,0,1,East,Bronze,4
4380,48,M,mid,family,0,0,South,Bronze,3
4381,30,F,high,family,0,1,West,Silver,2
4382,25,M,high,single,0,0,South,Bronze,2
4383,45,M,low,family,1,0,Central,Silver,0
4384,28,F,mid,family,0,1,East,Bronze,4
4385,37,M,low,couple,1,0,East,Platinum,0
4386,31,M,mid,couple,1,0,Central,Bronze,0
4387,43,M,high,couple,0,0,West,Gold,2
4388,40,M,mid,single,0,0,West,Silver,1
4389,26,F,mid,family,1,0,North,Bronze,0
4390,23,F,low,family,0,1,North,Gold,4
4391,49,F,low,family,0,0,Central,Silver,3
4392,38,F,low,couple,0,0,North,Silver,3
4393,42,M,low,family,0,0,Central,Bronze,3
4394,27,M,high,single,0,0,South,Bronze,2
4395,44,M,mid,couple,0,0,North,Silver,1
4396,35,M,mid,family,1,0,South,Bronze,0
4397,79,M,low,couple,0,0,South,Silver,3
4398,18,F,low,couple,0,1,South,Silver,4
4399,31,F,low,couple,0,0,Central,Silver,1
4400,42,M,low,single,0,0,East,Silver,1
4401,35,M,high,couple,0,1,South,Bronze,2
